team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2019,PHI,2019021029,PHI,WSH,AWAY,20200304,Team Level,all,0.5938,0.4717,0.4875,3600,30.02,3.344,2.19,6.016,1.06,14.324,12.066,3.272,3.475,3.403,29,10,11,50,5,4,1,4,0,12,14,24,34,7,20,26,30,7,12,27,9,3,0.606,1.079,1.658,2,2,1,52.868,39,40.961,8,0.537,1.212,1.212,2.668,2.821,2.739,29.838,2.288,1.966,6.687,0.894,16.439,11.792,2.261,2.172,2.147,27,14,15,56,2,0,0,6,1,17,15,25,39,6,18,29,23,10,18,28,12,1,0.807,1.269,0.212,0,2,0,52.973,41,39.075,11,0.421,0,0,2.643,2.515,2.481
PHI,2019,PHI,2019021029,PHI,WSH,AWAY,20200304,Team Level,5on5,0.4989,0.4359,0.4576,2470,20.454,1.769,1.298,4.175,0.582,10.383,8.793,1.762,1.9,1.893,18,9,7,34,4,0,0,3,0,9,11,14,23,6,18,18,27,5,8,17,9,1,0.447,1.079,0.243,2,2,0,36.868,27,28.961,6,0.27,0,0.243,1.796,1.948,1.945,22.73,1.777,1.467,5.104,0.688,12.772,9.257,1.764,1.661,1.649,22,10,12,44,2,0,0,5,1,13,11,20,30,5,16,21,19,7,16,22,9,1,0.605,0.96,0.212,0,2,0,40.973,32,30.075,10,0.3,0,0,2.011,1.883,1.868
PHI,2019,PHI,2019021029,PHI,WSH,AWAY,20200304,Team Level,4on5,0.0348,0.2143,0.2,572,1.443,0.017,0.039,0.134,0.039,0.514,1.257,0.017,0.017,0.017,2,0,1,3,0,0,0,0,0,0,2,2,2,0,0,1,1,0,1,2,0,0,0.017,0,0,0,0,0,3,2,2,1,0.011,0,0,0.029,0.029,0.027,6.356,0.471,0.482,1.452,0.178,3.449,1.969,0.457,0.471,0.457,4,4,3,11,0,0,0,1,0,3,4,4,8,0,0,6,1,1,1,5,3,0,0.161,0.309,0,0,0,0,11,8,8,0,0.117,0,0,0.588,0.588,0.569
PHI,2019,PHI,2019021029,PHI,WSH,AWAY,20200304,Team Level,5on4,0.975,0.9286,0.9091,518,8.124,1.557,0.852,1.708,0.438,3.428,2.017,1.493,1.557,1.493,9,1,3,13,1,4,1,1,0,3,1,8,9,1,2,5,1,2,3,8,0,2,0.142,0,1.415,0,0,1,13,10,10,1,0.256,1.212,0.969,0.844,0.844,0.766,0.752,0.04,0.016,0.131,0.028,0.218,0.566,0.04,0.04,0.04,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0.04,0,0,0,0,0,1,1,1,1,0.004,0,0,0.044,0.044,0.044
PHI,2019,PHI,2019021037,PHI,CAR,HOME,20200305,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2019,PHI,2019021037,PHI,CAR,HOME,20200305,Team Level,all,0.5349,0.419,0.4824,3600,28.779,3.103,2.022,6.139,0.975,16.431,12.33,2.975,3.094,2.965,32,9,3,44,4,4,2,4,0,11,18,28,37,0,0,30,26,5,14,28,9,4,0.899,1.002,1.202,1,2,1,45.738,41,41.894,12,0.418,0.847,0.847,2.674,2.664,2.644,31.44,2.698,2.026,8.418,1.154,17.264,12.439,2.57,2.681,2.555,29,15,17,61,1,4,0,11,0,11,17,28,43,2,4,22,29,5,10,34,7,3,0.984,0.874,0.84,0,1,0,58.033,44,42.897,7,0.421,0.426,0.426,2.694,2.682,2.619
PHI,2019,PHI,2019021037,PHI,CAR,HOME,20200305,Team Level,5on5,0.522,0.4118,0.4699,3360,27.226,2.946,1.9,5.839,0.934,15.492,11.887,2.818,2.936,2.808,30,9,3,42,4,4,2,4,0,10,17,26,35,0,0,30,26,5,13,27,8,4,0.866,0.879,1.202,1,2,1,43.738,39,39.894,12,0.389,0.847,0.847,2.488,2.478,2.457,31.44,2.698,2.026,8.418,1.154,17.264,12.439,2.57,2.681,2.555,29,15,16,60,1,4,0,11,0,11,17,28,43,2,4,20,29,4,10,34,7,3,0.984,0.874,0.84,0,1,0,57.033,44,42.897,7,0.421,0.426,0.426,2.694,2.682,2.619
PHI,2019,PHI,2019021037,PHI,CAR,HOME,20200305,Team Level,4on5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2019,PHI,2019021037,PHI,CAR,HOME,20200305,Team Level,5on4,1,0.6667,1,240,1.553,0.157,0.122,0.299,0.041,0.939,0.442,0.157,0.157,0.157,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,1,0,0.034,0.123,0,0,0,0,2,2,2,0,0.03,0,0,0.187,0.187,0.187,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PHI,2019,PHI,2019021056,PHI,BUF,HOME,20200307,Team Level,other,0.6839,0.25,0.25,146,0.498,0.608,0.008,0.005,0.012,0.133,0.233,0.608,0.608,0.608,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0.608,0,0,0,1,1,1,1,0.003,0,0,0.611,0.611,0.611,2.439,0.281,0.202,0.298,0.07,1.663,0.486,0.27,0.281,0.27,2,1,0,3,0,0,0,1,0,1,1,2,3,0,0,0,0,1,0,1,2,0,0.072,0.209,0,0,0,0,3,3,3,0,0.067,0,0,0.349,0.349,0.335
PHI,2019,PHI,2019021056,PHI,BUF,HOME,20200307,Team Level,all,0.5463,0.381,0.3974,3600,23.57,3.791,2.119,4.712,0.696,11.592,8.091,3.47,3.734,3.418,24,7,9,40,3,4,2,3,0,9,12,21,28,4,8,31,18,8,10,12,13,6,0.522,1.467,1.801,0,1,2,39.704,31,30.861,9,0.48,0.952,0.952,3.318,3.271,3.128,34.815,3.149,2.801,7.454,1.141,18.732,13.722,3.024,3.235,3.106,39,8,18,65,1,5,0,11,0,18,12,38,46,3,6,19,22,6,15,33,10,4,0.81,1.224,1.115,0,1,0,65.624,47,47.446,11,0.661,1.113,1.113,2.697,2.763,2.705
PHI,2019,PHI,2019021056,PHI,BUF,HOME,20200307,Team Level,5on5,0.5201,0.3684,0.4074,2713,17.315,2.462,1.557,3.88,0.52,8.067,5.513,2.168,2.406,2.116,18,4,6,28,3,4,2,3,0,5,7,15,19,4,8,22,17,7,7,8,9,5,0.28,0.989,1.193,0,1,2,27.704,22,21.861,6,0.343,0.952,0.952,1.853,1.806,1.693,23.888,2.272,1.788,5.44,0.772,12.285,9.443,2.185,2.358,2.268,27,5,16,48,1,3,0,7,0,12,9,26,31,2,4,15,19,3,13,21,8,3,0.547,1.015,0.71,0,1,0,48.624,32,32.446,10,0.377,0.681,0.681,1.968,2.034,1.999
PHI,2019,PHI,2019021056,PHI,BUF,HOME,20200307,Team Level,4on5,0.6717,0.1538,0.1818,480,1.399,0.223,0.123,0.115,0.035,0.554,0.95,0.212,0.223,0.212,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,5,1,1,2,0,2,0,0,0.223,0,0,0,0,2,2,2,2,0.028,0,0,0.251,0.251,0.239,6.078,0.109,0.7,1.373,0.224,4.25,2.344,0.106,0.109,0.106,7,2,2,11,0,1,0,3,0,5,0,7,9,0,0,3,1,0,1,9,0,0,0.109,0,0,0,0,0,11,9,9,0,0.191,0.028,0.028,0.272,0.272,0.264
PHI,2019,PHI,2019021056,PHI,BUF,HOME,20200307,Team Level,5on4,0.5056,0.75,0.6667,261,4.358,0.498,0.43,0.711,0.128,2.838,1.395,0.482,0.498,0.482,4,2,3,9,0,0,0,0,0,4,2,4,6,0,0,2,0,0,0,4,2,0,0.243,0.255,0,0,0,0,9,6,6,0,0.105,0,0,0.603,0.603,0.585,2.409,0.487,0.111,0.344,0.075,0.534,1.449,0.462,0.487,0.462,3,0,0,3,0,1,0,0,0,0,2,3,3,1,2,1,2,2,1,2,0,1,0.083,0,0.404,0,0,0,3,3,3,1,0.026,0.404,0.404,0.108,0.108,0.107
PHI,2019,PHI,2019021073,PHI,BOS,HOME,20200310,Team Level,other,1,1,1,165,3.388,0.159,0.314,0.543,0.103,2.941,0.941,0.156,0.159,0.156,3,2,1,6,0,0,0,1,0,3,1,3,5,0,0,2,0,0,0,5,0,0,0.159,0,0,0,0,0,6,5,5,0,0.079,0,0,0.238,0.238,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PHI,2019,PHI,2019021073,PHI,BOS,HOME,20200310,Team Level,all,0.502,0.5263,0.5275,3600,34.244,2.576,2.24,7.864,1.094,20.374,13.852,2.465,2.491,2.382,36,12,12,60,0,3,0,10,0,14,21,36,48,3,6,26,22,5,15,37,11,0,1.242,1.334,0,0,0,0,58.11,48,46.421,11,0.499,0.246,0.246,2.83,2.742,2.633,31.273,2.555,1.97,6.626,0.934,17.176,13.739,2.539,2.705,2.689,29,14,11,54,2,1,0,3,0,18,19,27,41,3,6,16,23,3,12,34,7,2,1.054,0.881,0.62,1,0,1,57.111,43,45.426,8,0.429,0.026,0.026,2.959,3.131,3.112
PHI,2019,PHI,2019021073,PHI,BOS,HOME,20200310,Team Level,5on5,0.4448,0.4881,0.4923,2731,23.186,1.568,1.304,5.879,0.738,12.951,9.56,1.53,1.483,1.448,26,6,9,41,0,3,0,6,0,7,16,26,32,3,6,14,20,5,12,25,7,0,0.727,0.842,0,0,0,0,39.11,32,30.421,9,0.269,0.246,0.246,1.592,1.504,1.484,24.169,1.957,1.503,5.362,0.743,13.084,10.351,1.953,2.107,2.103,23,10,10,43,1,1,0,1,0,13,17,22,32,3,6,11,20,2,6,26,6,1,0.937,0.778,0.242,1,0,0,46.111,33,35.426,4,0.312,0.026,0.026,2.244,2.416,2.411
PHI,2019,PHI,2019021073,PHI,BOS,HOME,20200310,Team Level,4on5,0.2324,0.2,0.2222,344,1.467,0.132,0.091,0.199,0.04,0.439,1.1,0.132,0.132,0.132,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,2,0,1,2,0,0,0.132,0,0,0,0,0,2,2,2,1,0.021,0,0,0.153,0.153,0.153,4.844,0.436,0.39,0.973,0.137,3.443,1.621,0.428,0.436,0.428,5,2,1,8,1,0,0,1,0,4,1,4,6,0,0,2,0,0,2,6,0,1,0.059,0,0.377,0,0,1,8,7,7,0,0.1,0,0,0.536,0.536,0.527
PHI,2019,PHI,2019021073,PHI,BOS,HOME,20200310,Team Level,5on4,0.8159,0.7857,0.75,360,6.203,0.718,0.531,1.243,0.213,4.044,2.252,0.647,0.718,0.647,5,4,2,11,0,0,0,3,0,4,2,5,9,0,0,7,0,0,2,5,4,0,0.225,0.493,0,0,0,0,11,9,9,1,0.13,0,0,0.848,0.848,0.762,2.26,0.162,0.076,0.291,0.054,0.65,1.767,0.158,0.162,0.158,1,2,0,3,0,0,0,1,0,1,1,1,3,0,0,1,1,1,2,2,1,0,0.059,0.103,0,0,0,0,3,3,3,2,0.018,0,0,0.179,0.179,0.175
PHI,2020,PHI,2020020001,PHI,PIT,HOME,20210113,Team Level,other,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2020,PHI,2020020001,PHI,PIT,HOME,20210113,Team Level,all,0.4776,0.4545,0.4533,3600,26.202,2.503,1.624,6.173,0.792,12.662,10.246,2.403,2.474,2.376,25,9,11,45,6,2,2,3,0,11,12,19,28,3,6,29,31,6,10,23,8,3,0.452,1.194,0.857,1,4,1,44.702,34,33.611,9,0.353,0.589,0.589,2.267,2.215,2.155,29.739,2.738,1.737,6.678,0.875,16.378,12.593,2.719,2.788,2.769,34,7,13,54,3,2,0,11,0,14,12,31,38,2,4,21,23,8,10,32,6,3,0.718,0.791,1.23,1,1,1,54.364,41,41.66,6,0.367,0.395,0.395,2.71,2.765,2.752
PHI,2020,PHI,2020020001,PHI,PIT,HOME,20210113,Team Level,5on5,0.5358,0.4353,0.4394,3088,22.75,2.214,1.418,5.53,0.668,10.7,8.47,2.115,2.185,2.087,20,9,8,37,4,2,2,2,0,10,11,16,25,3,6,25,29,6,8,19,7,3,0.312,1.045,0.857,0,3,1,36.702,29,28.611,7,0.3,0.589,0.589,1.925,1.873,1.813,26.711,1.918,1.553,6.144,0.791,14.785,11.808,1.899,1.967,1.948,30,7,11,48,2,2,0,10,0,14,10,28,35,2,4,16,21,8,7,29,6,2,0.7,0.791,0.427,1,1,0,48.364,37,37.66,5,0.317,0.395,0.395,1.839,1.894,1.881
PHI,2020,PHI,2020020001,PHI,PIT,HOME,20210113,Team Level,4on5,0.0073,0.1429,0.2,347,0.867,0.006,0.005,0.033,0.017,0.128,0.81,0.006,0.006,0.006,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,2,1,0,0,0.006,0,0,0,0,0,1,1,1,2,0.002,0,0,0.007,0.007,0.007,3.029,0.82,0.184,0.534,0.084,1.593,0.785,0.82,0.82,0.82,4,0,2,6,1,0,0,1,0,0,2,3,3,0,0,3,1,0,2,3,0,1,0.018,0,0.803,0,0,1,6,4,4,0,0.05,0,0,0.871,0.871,0.871
PHI,2020,PHI,2020020001,PHI,PIT,HOME,20210113,Team Level,5on4,1,1,1,156,2.584,0.283,0.201,0.611,0.106,1.834,0.965,0.283,0.283,0.283,4,0,3,7,2,0,0,1,0,1,0,2,2,0,0,2,0,0,0,3,1,0,0.134,0.149,0,1,1,0,7,4,4,0,0.052,0,0,0.335,0.335,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHI,2020,PHI,2020020018,PHI,PIT,HOME,20210115,Team Level,other,1,1,1,153,0.709,0.829,0.017,0.01,0.007,0.071,0.066,0.829,0.829,0.829,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0.829,0,0,1,3,1,1,0,0.004,0,0,0.832,0.832,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2020,PHI,2020020018,PHI,PIT,HOME,20210115,Team Level,all,0.5,0.4091,0.3472,3600,19.131,3.36,1.405,4.205,0.749,8.686,6.595,3.307,3.37,3.317,20,5,11,36,5,1,1,4,1,5,9,15,20,5,10,24,25,4,8,14,6,5,0.528,0.963,1.869,0,1,4,36.87,25,25.625,5,0.326,0.266,0.266,3.42,3.427,3.415,34.379,3.36,2.539,7.34,1.047,18.022,14.693,3.33,3.363,3.333,33,14,5,52,2,1,1,4,1,14,25,31,45,5,10,26,31,6,5,34,8,5,0.836,1.078,1.446,0,0,2,51.151,47,46.231,0,0.589,0.278,0.278,3.671,3.675,3.658
PHI,2020,PHI,2020020018,PHI,PIT,HOME,20210115,Team Level,5on5,0.3633,0.386,0.3261,2486,11.26,1.415,0.758,2.859,0.528,5.541,3.9,1.366,1.425,1.376,12,3,7,22,3,1,1,1,1,3,6,9,12,5,10,13,20,4,6,9,4,2,0.261,0.639,0.515,0,1,2,22.87,15,15.625,4,0.159,0.266,0.266,1.308,1.315,1.309,22.744,2.48,1.65,4.915,0.675,11.987,9.293,2.459,2.484,2.463,23,8,4,35,1,1,1,2,1,11,15,22,30,1,2,17,23,3,5,20,8,3,0.531,1.078,0.872,0,0,1,34.151,31,30.231,0,0.35,0.278,0.278,2.552,2.556,2.551
PHI,2020,PHI,2020020018,PHI,PIT,HOME,20210115,Team Level,4on5,0.5092,0.2857,0.25,451,2.384,0.471,0.173,0.4,0.068,0.633,1.256,0.471,0.471,0.471,3,0,1,4,0,0,0,1,0,0,2,3,3,0,0,4,4,0,1,1,1,1,0.017,0.188,0.266,0,0,0,4,3,3,1,0.042,0,0,0.512,0.512,0.512,6.736,0.454,0.627,1.444,0.186,4.252,2.036,0.449,0.454,0.449,5,4,1,10,1,0,0,1,0,3,4,4,8,3,6,4,1,0,0,8,0,1,0.094,0,0.36,0,0,1,10,9,9,0,0.181,0,0,0.635,0.635,0.628
PHI,2020,PHI,2020020018,PHI,PIT,HOME,20210115,Team Level,5on4,0.6032,0.5,0.4615,510,4.778,0.646,0.458,0.936,0.147,2.441,1.373,0.642,0.646,0.642,4,2,1,7,1,0,0,2,0,2,1,3,5,0,0,5,0,0,1,4,1,1,0.25,0.136,0.26,0,0,1,7,6,6,0,0.121,0,0,0.767,0.767,0.762,4.899,0.425,0.262,0.981,0.185,1.784,3.363,0.422,0.425,0.422,5,2,0,7,0,0,0,1,0,0,6,5,7,1,2,4,6,3,0,6,0,1,0.212,0,0.214,0,0,0,7,7,7,0,0.058,0,0,0.483,0.483,0.479
PHI,2020,PHI,2020020037,PHI,BUF,HOME,20210118,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2020,PHI,2020020037,PHI,BUF,HOME,20210118,Team Level,all,0.3658,0.4775,0.439,3600,24.893,1.875,1.599,5.788,0.775,15.336,10.627,1.848,1.696,1.672,22,14,17,53,1,2,0,6,1,19,7,21,35,3,8,27,24,2,11,30,4,2,0.854,0.515,0.507,0,0,1,47.659,36,32.776,6,0.33,0.465,0.465,1.74,1.586,1.559,33.288,3.251,2.16,7.596,1.043,18.814,13.136,3.214,3.493,3.453,37,9,12,58,6,3,1,11,0,11,15,31,40,1,2,35,28,2,6,33,10,3,0.797,1.175,1.279,2,1,3,65.214,46,50.436,4,0.493,0.467,0.467,3.276,3.498,3.481
PHI,2020,PHI,2020020037,PHI,BUF,HOME,20210118,Team Level,5on5,0.4532,0.51,0.4795,3238,24.245,1.841,1.538,5.616,0.759,14.836,10.41,1.814,1.662,1.638,21,14,16,51,1,2,0,6,1,18,7,20,34,3,8,25,22,2,10,29,4,2,0.82,0.515,0.507,0,0,1,45.659,35,31.776,5,0.315,0.465,0.465,1.691,1.537,1.511,27.48,2.221,1.759,6.345,0.863,15.358,11.454,2.193,2.463,2.432,31,7,11,49,4,3,1,9,0,8,14,27,34,1,2,29,27,2,5,27,10,1,0.734,1.175,0.312,2,1,1,56.214,38,42.436,4,0.363,0.467,0.467,2.116,2.338,2.332
PHI,2020,PHI,2020020037,PHI,BUF,HOME,20210118,Team Level,4on5,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.808,1.03,0.401,1.251,0.179,3.456,1.682,1.021,1.03,1.021,6,2,1,9,2,0,0,2,0,3,1,4,6,0,0,5,0,0,1,6,0,2,0.063,0,0.967,0,0,2,9,8,8,0,0.13,0,0,1.16,1.16,1.148
PHI,2020,PHI,2020020037,PHI,BUF,HOME,20210118,Team Level,5on4,1,1,1,120,0.648,0.034,0.061,0.172,0.016,0.5,0.217,0.034,0.034,0.034,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.034,0,0,0,0,0,2,1,1,0,0.014,0,0,0.049,0.049,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2020,PHI,2020020047,PHI,BUF,HOME,20210119,Team Level,other,0.8816,0.5,0.5,126,2.103,0.566,0.103,0.246,0.101,1.056,0.929,0.558,0.566,0.558,2,1,0,3,1,0,0,0,0,2,0,1,2,0,0,3,2,0,0,1,1,1,0.043,0.115,0.408,0,0,1,3,3,3,0,0.026,0,0,0.592,0.592,0.584,2.361,0.076,0.133,0.595,0.164,1.213,0.82,0.073,0.076,0.073,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,3,0,0,0.076,0,0,0,0,0,3,3,3,0,0.048,0,0,0.124,0.124,0.118
PHI,2020,PHI,2020020047,PHI,BUF,HOME,20210119,Team Level,all,0.4957,0.4174,0.4457,3600,29.39,2.813,1.986,6.741,1.019,16.401,12.04,2.773,2.755,2.715,30,11,7,48,3,1,0,9,0,11,17,27,38,3,6,32,37,7,12,31,7,3,0.97,0.813,1.03,0,2,1,47.694,41,40.825,9,0.422,0.403,0.403,2.833,2.783,2.76,35.425,2.862,2.6,8.272,1.261,21.081,14.925,2.806,2.931,2.874,40,11,16,67,0,4,0,9,0,15,23,40,51,2,4,30,18,4,5,41,7,3,1.167,0.761,0.934,0,0,0,67.026,51,50.973,2,0.586,0.874,0.874,2.573,2.638,2.603
PHI,2020,PHI,2020020047,PHI,BUF,HOME,20210119,Team Level,5on5,0.4115,0.4063,0.44,3032,23.569,1.897,1.601,5.563,0.791,13.286,9.862,1.866,1.838,1.809,24,9,6,39,2,1,0,8,0,8,14,22,31,2,4,25,32,6,10,26,6,1,0.795,0.699,0.403,0,2,0,38.694,33,32.825,7,0.328,0.403,0.403,1.822,1.772,1.759,28.727,2.713,1.973,6.587,0.959,17.065,12.704,2.661,2.782,2.729,33,9,15,57,0,3,0,7,0,11,21,33,42,2,4,25,18,3,5,32,7,3,1.018,0.761,0.934,0,0,0,57.026,42,41.973,2,0.402,0.84,0.84,2.275,2.339,2.313
PHI,2020,PHI,2020020047,PHI,BUF,HOME,20210119,Team Level,4on5,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.337,0.073,0.495,1.09,0.138,2.803,1.401,0.072,0.073,0.072,5,1,1,7,0,1,0,2,0,3,0,5,6,0,0,4,0,0,0,6,0,0,0.073,0,0,0,0,0,7,6,6,0,0.136,0.034,0.034,0.174,0.174,0.172
PHI,2020,PHI,2020020047,PHI,BUF,HOME,20210119,Team Level,5on4,1,1,1,238,3.718,0.35,0.282,0.932,0.127,2.058,1.25,0.349,0.35,0.349,4,1,1,6,0,0,0,1,0,1,3,4,5,0,0,4,1,0,1,4,0,1,0.132,0,0.219,0,0,0,6,5,5,1,0.068,0,0,0.418,0.418,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2020,PHI,2020020060,PHI,BOS,AWAY,20210121,Team Level,other,0.6343,0.5455,0.625,0,3.953,0.536,0.268,0.674,0.106,1.54,1.877,0.533,0.536,0.533,5,0,1,6,0,0,0,0,0,3,2,5,5,0,0,0,2,1,0,2,3,0,0.077,0.459,0,0,0,0,6,5,5,0,0.08,0,0,0.616,0.616,0.613,2.548,0.309,0.206,0.359,0.083,1.105,0.937,0.299,0.309,0.299,3,0,2,5,0,0,0,0,0,2,1,3,3,0,0,2,0,1,0,0,3,0,0,0.309,0,0,0,0,5,3,3,0,0.051,0,0,0.36,0.36,0.347
PHI,2020,PHI,2020020060,PHI,BOS,AWAY,20210121,Team Level,all,0.4062,0.4017,0.4086,3900,27.44,3.283,1.955,5.696,0.808,14.94,11.318,3.264,3.411,3.391,26,12,9,47,4,0,0,4,2,13,15,22,34,3,6,23,21,10,8,27,8,3,0.779,1.065,1.439,0,1,3,48.953,38,39.692,1,0.455,0,0,3.739,3.887,3.862,40.453,4.8,3.165,8.904,1.469,21.534,15.128,4.449,4.602,4.263,43,12,15,70,4,6,3,14,0,15,16,39,51,5,10,39,24,8,5,35,12,8,1.07,1.442,2.288,1,0,3,67.207,55,52.977,2,0.713,1.841,1.841,3.672,3.527,3.371
